Spotify URI,artist,album,rating,release,link,added
spotify:track:2D17Lt8gsudI5jjm2mnvNO,Grandtheft,Quit This City,9,2015,https://open.spotify.com/track/2D17Lt8gsudI5jjm2mnvNO,2016-09-05T04:23:35Z
spotify:track:0pzSkO5nSKQypZwHfZBKkM,Paper Bird,Rooms,,,https://open.spotify.com/track/0pzSkO5nSKQypZwHfZBKkM,2016-09-05T04:23:35Z
spotify:track:3VzoXyWHY3s0ooDaieKNfB,Disclosure,Settle,,,https://open.spotify.com/track/3VzoXyWHY3s0ooDaieKNfB,2016-09-05T04:23:35Z
spotify:track:5cRQTOAzO7z7llLVVEFWD0,POLIÇA,Shulamith,,,https://open.spotify.com/track/5cRQTOAzO7z7llLVVEFWD0,2016-09-05T04:23:35Z
spotify:track:5KNBJk6N8j0DYaHA1LU8t9,Ben Folds,So There,8,2015,https://open.spotify.com/track/5KNBJk6N8j0DYaHA1LU8t9,2016-09-05T04:23:35Z
spotify:track:2uzUlJ5W837oMMEF8uPrji,Darwin Deez,Songs for Imaginative People,,,https://open.spotify.com/track/2uzUlJ5W837oMMEF8uPrji,2016-09-05T04:23:35Z
spotify:track:4kvX7vpWzQ2dsLkpDKFxXA,Rozzi Crane,Space,7,2015,https://open.spotify.com/track/4kvX7vpWzQ2dsLkpDKFxXA,2016-09-05T04:23:35Z
spotify:track:0MfIHpNrr2WV39fIl17vpX,"Lido, Canblaster",Superspeed,7,2015,https://open.spotify.com/track/0MfIHpNrr2WV39fIl17vpX,2016-09-05T04:23:35Z
spotify:track:1CUm4jatb0BDL7RGwBV1j2,Donnie Trumpet & The Social Experiment,Surf,10,2015,https://open.spotify.com/track/1CUm4jatb0BDL7RGwBV1j2,2016-09-05T04:23:35Z
spotify:track:1Z4UKak2eNteHFZkwiYPNz,Marian Hill,Sway,9,2015,https://open.spotify.com/track/1Z4UKak2eNteHFZkwiYPNz,2016-09-05T04:23:35Z
spotify:track:6a9xC2DBEMDcfwjuHioMFO,Ryn Weaver,The Fool,8,2015,https://open.spotify.com/track/6a9xC2DBEMDcfwjuHioMFO,2016-09-05T04:23:35Z
spotify:track:65b63I81CnJHvUh9P23UfR,The Head and the Heart,The Head and the Heart,,,https://open.spotify.com/track/65b63I81CnJHvUh9P23UfR,2016-09-05T04:23:35Z
spotify:track:3eaDVmyVeY8HBx06EcM56X,"Lido, Santell",The Passion Project,,,https://open.spotify.com/track/3eaDVmyVeY8HBx06EcM56X,2016-09-05T04:23:35Z
spotify:track:5P2tI8pglytBUnM9WQ5GXH,HOLYCHILD,The Shape of Brat Pop to Come,8,2015,https://open.spotify.com/track/5P2tI8pglytBUnM9WQ5GXH,2016-09-05T04:23:35Z
spotify:track:5tMoOBB6t2LMdH6oLin511,Dylan Owen,There's More To Life,9,2015,https://open.spotify.com/track/5tMoOBB6t2LMdH6oLin511,2016-09-05T04:23:35Z
spotify:track:46tAoP2In1lklk0ntrQe7T,Chet Faker,Thinking in textures,,,https://open.spotify.com/track/46tAoP2In1lklk0ntrQe7T,2016-09-05T04:23:35Z
spotify:track:7rnKVcMj36BgMEphkJQHaH,Dillon Francis,This Mixtape is Fire.,7,2015,https://open.spotify.com/track/7rnKVcMj36BgMEphkJQHaH,2016-09-05T04:23:35Z
spotify:track:5DWlblna0iBMpTvo5cXzdK,Alina Baraz,Urban Flora EP,10,2015,https://open.spotify.com/track/5DWlblna0iBMpTvo5cXzdK,2016-09-05T04:23:35Z
spotify:track:7HGmrTIayKJNjOK1epdyVg,San Holo,Victory EP,10,2015,https://open.spotify.com/track/7HGmrTIayKJNjOK1epdyVg,2016-09-05T04:23:35Z
spotify:track:4ltSau1zznICBrFpgOBkwi,Mutemath,Vitals,6,2015,https://open.spotify.com/track/4ltSau1zznICBrFpgOBkwi,2016-09-05T04:23:35Z
spotify:track:4ELvEIXSuvEEnq0ngsyzQs,BOY,We Were Here,,,https://open.spotify.com/track/4ELvEIXSuvEEnq0ngsyzQs,2016-09-05T04:23:35Z
spotify:track:2FnkDwpvTypzEX1YP7KgGP,The Alchemist & Oh No,Welcome to Los Santos,7,2015,https://open.spotify.com/track/2FnkDwpvTypzEX1YP7KgGP,2016-09-05T04:23:35Z
spotify:track:0jBPITJzJTW4rFQqyyEnpA,Toro y Moi,What For?,6,2015,https://open.spotify.com/track/0jBPITJzJTW4rFQqyyEnpA,2016-09-05T04:23:35Z
spotify:track:5h27GYpKZWWhFov8fOunF6,Foals,What Went Down,6,2015,https://open.spotify.com/track/5h27GYpKZWWhFov8fOunF6,2016-09-05T04:23:35Z
spotify:track:2t0P8YsXXHVLs7e95rwZbt,Sara Bareilles,What's Inside: Songs from Waitress,6,2015,https://open.spotify.com/track/2t0P8YsXXHVLs7e95rwZbt,2016-09-05T04:23:35Z
spotify:track:57g9uWuZI1t822eLvEVQjn,The Neighbourhood,Wiped Out!,8,2015,https://open.spotify.com/track/57g9uWuZI1t822eLvEVQjn,2016-09-05T04:23:35Z
spotify:track:3BXGptQp7PbrweltBEGrUE,Made in Heights,Without My Enemy What Would I Do,9,2015,https://open.spotify.com/track/3BXGptQp7PbrweltBEGrUE,2016-09-05T04:23:35Z
spotify:track:7nZ7Z6KAtSNtNJouhUIefu,Esmé Patterson,Woman to Woman,,,https://open.spotify.com/track/7nZ7Z6KAtSNtNJouhUIefu,2016-09-05T04:23:35Z
spotify:track:4eoPKeSccEjpQfGicUGvIw,Marcus Marr,Work EP,,,https://open.spotify.com/track/4eoPKeSccEjpQfGicUGvIw,2016-09-05T04:23:35Z
spotify:track:1I2eTQrIQmRZCaep6MxI24,Shakey Graves,And The War Came,,,https://open.spotify.com/track/1I2eTQrIQmRZCaep6MxI24,2016-09-05T04:22:45Z
spotify:track:0QpSOB1HV3ueiUjqkca8qK,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,,,https://open.spotify.com/track/0QpSOB1HV3ueiUjqkca8qK,2016-09-05T04:22:45Z
spotify:track:5wU6jk9kxYzFGUpeE6T2Q5,Of Monsters and Men,Beneath The Skin,7,2015,https://open.spotify.com/track/5wU6jk9kxYzFGUpeE6T2Q5,2016-09-05T04:22:45Z
spotify:track:7i9763l5SSfOnqZ35VOcfy,Twenty One Pilots,Blurryface,10,2015,https://open.spotify.com/track/7i9763l5SSfOnqZ35VOcfy,2016-09-05T04:22:45Z
spotify:track:1suZF0u0XaWRKL7C7YPatn,Maxx Baer,Breathe,,,https://open.spotify.com/track/1suZF0u0XaWRKL7C7YPatn,2016-09-05T04:22:45Z
spotify:track:1dXYBALYTj3AMxa8hgiQhA,"Tyler, The Creator",Cherry Bomb,,,https://open.spotify.com/track/1dXYBALYTj3AMxa8hgiQhA,2016-09-05T04:22:45Z
spotify:track:2bkpHlOOv8ELJ7ThtytJXD,Speedy Ortiz,Foil Deer,,,https://open.spotify.com/track/2bkpHlOOv8ELJ7ThtytJXD,2016-09-05T04:22:45Z
spotify:track:5mQrrvxSTuqPzLUtaVNtnN,The Wombats,Glitterbug,8,2015,https://open.spotify.com/track/5mQrrvxSTuqPzLUtaVNtnN,2016-09-05T04:22:45Z
spotify:track:20NEld0MhrR4Zpgrf9brq8,Florence + The Machine,"How Big, How Blue, How Beautiful",8,2015,https://open.spotify.com/track/20NEld0MhrR4Zpgrf9brq8,2016-09-05T04:22:45Z
spotify:track:0aOluBqXYd0rFSCsgDyAWX,Hozier,Hozier,,,https://open.spotify.com/track/0aOluBqXYd0rFSCsgDyAWX,2016-09-05T04:22:45Z
spotify:track:1egVLpTrGvaWtUcR2xDoaN,Jamie xx,In Colour,9,2015,https://open.spotify.com/track/1egVLpTrGvaWtUcR2xDoaN,2016-09-05T04:22:45Z
spotify:track:5myFOTh0KEzMRakY9aYjBn,The Mowgli's,Kids In Love,7,2015,https://open.spotify.com/track/5myFOTh0KEzMRakY9aYjBn,2016-09-05T04:22:45Z
spotify:track:4ftIsgHAhJAc5XkzIRrsJS,Passion Pit,Kindred,7,2015,https://open.spotify.com/track/4ftIsgHAhJAc5XkzIRrsJS,2016-09-05T04:22:45Z
spotify:track:65Q4aA7bMw1Qyswpy6lF8Y,Hudson Mohawke,Lantern,10,2015,https://open.spotify.com/track/65Q4aA7bMw1Qyswpy6lF8Y,2016-09-05T04:22:45Z
spotify:track:6xbPIauXiC2JZulsyp2L7F,Manicanparty,Manicanparty,,,https://open.spotify.com/track/6xbPIauXiC2JZulsyp2L7F,2016-09-05T04:22:45Z
spotify:track:6PRlVNPJAe9vyWpeWgYONK,Kevin Garrett,Mellow Drama,10,2015,https://open.spotify.com/track/6PRlVNPJAe9vyWpeWgYONK,2016-09-05T04:22:45Z
spotify:track:2l4jtaX2SozBzc5N1g07Bp,Matt and Kim,New Glow,9,2015,https://open.spotify.com/track/2l4jtaX2SozBzc5N1g07Bp,2016-09-05T04:22:45Z
spotify:track:3QzbEvmnuZIONNv82PylZb,MisterWives,Our Own House,10,2015,https://open.spotify.com/track/3QzbEvmnuZIONNv82PylZb,2016-09-05T04:22:45Z
spotify:track:2UgVitE8eyXgo9x085v5Km,Major Lazer,Peace Is The Mission,10,2015,https://open.spotify.com/track/2UgVitE8eyXgo9x085v5Km,2016-09-05T04:22:45Z
spotify:track:0rRsKefcq8XDwJTi8NgfsJ,Run The Jewels,Run the Jewels 2,,,https://open.spotify.com/track/0rRsKefcq8XDwJTi8NgfsJ,2016-09-05T04:22:45Z
spotify:track:7Cmd1xEuyrUYtiLbbeBfgJ,Kacey Musgraves,Same Trailer Different Park,,,https://open.spotify.com/track/7Cmd1xEuyrUYtiLbbeBfgJ,2016-09-05T04:22:45Z
spotify:track:2RDxknE7XXkyZCO2p1WGcJ,Mura Masa,Someday Somewhere,10,2015,https://open.spotify.com/track/2RDxknE7XXkyZCO2p1WGcJ,2016-09-05T04:22:45Z
spotify:track:65wx71brAmEQz66GXXF8gI,Alabama Shakes,Sound & Color,,,https://open.spotify.com/track/65wx71brAmEQz66GXXF8gI,2016-09-05T04:22:45Z
spotify:track:7yLzwKhpmRbECqHVyLg39X,Mura Masa,Soundtrack to a Death,,,https://open.spotify.com/track/7yLzwKhpmRbECqHVyLg39X,2016-09-05T04:22:45Z
spotify:track:5jKFhnkJ3AcS0WH2cCbOt1,MisterWives,Spotify Sessions,,,https://open.spotify.com/track/5jKFhnkJ3AcS0WH2cCbOt1,2016-09-05T04:22:45Z
spotify:track:5lFdf6lKl6zRRexbRZ3MP5,Charli XCX,Spotify Sessions,,,https://open.spotify.com/track/5lFdf6lKl6zRRexbRZ3MP5,2016-09-05T04:22:45Z
spotify:track:6JEWDRfYmn51nfA7SUiN7u,Baauer,ß,,,https://open.spotify.com/track/6JEWDRfYmn51nfA7SUiN7u,2016-09-05T04:22:45Z
spotify:track:7sGeCsh6VEgWN4WbDR3VFi,Brandi Carlile,The Firewatcher's Daughter,10,2015,https://open.spotify.com/track/7sGeCsh6VEgWN4WbDR3VFi,2016-09-05T04:22:45Z
spotify:track:4yAKsjbooLyYt4Y8c5VVM9,X Ambassadors,The Reason EP,,,https://open.spotify.com/track/4yAKsjbooLyYt4Y8c5VVM9,2016-09-05T04:22:45Z
spotify:track:0xTGfdrWzJLKRD4U6hxSsg,Zedd,True Colors,,,https://open.spotify.com/track/0xTGfdrWzJLKRD4U6hxSsg,2016-09-05T04:22:45Z
spotify:track:2aXpfmfQ0aYnyi3FkLbScm,Radiolucent,Turn Me On and Turn Me Loose,,,https://open.spotify.com/track/2aXpfmfQ0aYnyi3FkLbScm,2016-09-05T04:22:45Z
spotify:track:54oFXvBXWRGYRN88zjFKkH,Mumford & Sons,Wilder Mind,9,2015,https://open.spotify.com/track/54oFXvBXWRGYRN88zjFKkH,2016-09-05T04:22:45Z
spotify:track:4W9F8xE3NnQkzQOLurt9Mc,Sir Sly,You Haunt Me,,,https://open.spotify.com/track/4W9F8xE3NnQkzQOLurt9Mc,2016-09-05T04:22:45Z
spotify:track:7oIcPF61r0L0172I1PAZz0,Flying Lotus,You're Dead!,,,https://open.spotify.com/track/7oIcPF61r0L0172I1PAZz0,2016-09-05T04:22:45Z
spotify:track:3rB8GQVm1zj6fJ0CTHeiZm,Lil Dicky,All K,,,https://open.spotify.com/track/3rB8GQVm1zj6fJ0CTHeiZm,2016-04-15T17:02:16Z
spotify:track:4OrLnFkB5Ebct9HNT5xU2i,Purity Ring,another eternity,10,2015,https://open.spotify.com/track/4OrLnFkB5Ebct9HNT5xU2i,2016-04-15T17:02:16Z
spotify:track:5K19S5sw856o8o12xMLlet,Magic Man,Before the Waves,,,https://open.spotify.com/track/5K19S5sw856o8o12xMLlet,2016-04-15T17:02:16Z
spotify:track:4aBpJBOnLPpeLoyfUT1sK2,Call It Arson,Between Two Cities,,,https://open.spotify.com/track/4aBpJBOnLPpeLoyfUT1sK2,2016-04-15T17:02:16Z
spotify:track:2akDcoPwGl4175JFmQdqGb,Broods,Broods,,,https://open.spotify.com/track/2akDcoPwGl4175JFmQdqGb,2016-04-15T17:02:16Z
spotify:track:2KlZexJjJPuNWcN5uAG1GU,Adventure Club,Calling All Heroes - EP,,,https://open.spotify.com/track/2KlZexJjJPuNWcN5uAG1GU,2016-04-15T17:02:16Z
spotify:track:2UdMiNklh4rVG6h5gLsGZD,Milo Greene,Control,,,https://open.spotify.com/track/2UdMiNklh4rVG6h5gLsGZD,2016-04-15T17:02:16Z
spotify:track:0aHVNvkTHIGpFepfn7q2ui,San Holo,Cosmos,,,https://open.spotify.com/track/0aHVNvkTHIGpFepfn7q2ui,2016-04-15T17:02:16Z
spotify:track:6ltwanTt7xjvZ3rPayPppS,Big Sean,Dark Sky Paradise,6,2015,https://open.spotify.com/track/6ltwanTt7xjvZ3rPayPppS,2016-04-15T17:02:16Z
spotify:track:1Ud7FWi7UXYXzDsOnkQYMU,Vance Joy,Dream Your Life Away,,,https://open.spotify.com/track/1Ud7FWi7UXYXzDsOnkQYMU,2016-04-15T17:02:16Z
spotify:track:0vGoBxfPS7UQ2dE7eu8rG0,Cruise Elroy,Ep1,,,https://open.spotify.com/track/0vGoBxfPS7UQ2dE7eu8rG0,2016-04-15T17:02:16Z
spotify:track:6mMt2xHBMxDUFc1oZ3r4F0,Cruise Elroy,Ep2,,,https://open.spotify.com/track/6mMt2xHBMxDUFc1oZ3r4F0,2016-04-15T17:02:16Z
spotify:track:3Nttjgkm2lDCRVFpMh22hv,Broods,Evergreen,,,https://open.spotify.com/track/3Nttjgkm2lDCRVFpMh22hv,2016-04-15T17:02:16Z
spotify:track:07FzJG7BsJYq6pqzR1fOWO,Guster,Evermotion,9,2015,https://open.spotify.com/track/07FzJG7BsJYq6pqzR1fOWO,2016-04-15T17:02:16Z
spotify:track:1dTschRbSqaIDXBQDfVQS2,Weezer,Everything Will Be Alright In The End,,,https://open.spotify.com/track/1dTschRbSqaIDXBQDfVQS2,2016-04-15T17:02:16Z
spotify:track:3HljI1GIdCJLbZJa6Qh4pQ,Lil Dicky,Free Bread at the Outback,,,https://open.spotify.com/track/3HljI1GIdCJLbZJa6Qh4pQ,2016-04-15T17:02:16Z
spotify:track:7kEmKCmuYU8Qf0LclDIsEC,Lake Street Dive,Fun Machine,,,https://open.spotify.com/track/7kEmKCmuYU8Qf0LclDIsEC,2016-04-15T17:02:16Z
spotify:track:6aEY6gBUMnfb9iW2ARR4jF,Banks,Goddess,,,https://open.spotify.com/track/6aEY6gBUMnfb9iW2ARR4jF,2016-04-15T17:02:16Z
spotify:track:0kVAYqUJ4uDt0R1WjVCTLY,blink-182,Greatest Hits,,,https://open.spotify.com/track/0kVAYqUJ4uDt0R1WjVCTLY,2016-04-15T17:02:16Z
spotify:track:2FKOmbAL86ihsCln8u5OED,Rustie,Green Language,,,https://open.spotify.com/track/2FKOmbAL86ihsCln8u5OED,2016-04-15T17:02:16Z
spotify:track:2bVZ9Mbq0roH4gJpGdioaH,Cold War Kids,Hold My Home,,,https://open.spotify.com/track/2bVZ9Mbq0roH4gJpGdioaH,2016-04-15T17:02:16Z
spotify:track:5RohLDvCfxkuj22syZH62i,Lil Dicky,Hump Days,,,https://open.spotify.com/track/5RohLDvCfxkuj22syZH62i,2016-04-15T17:02:16Z
spotify:track:2k1erWqdB28heZ4V4qB9Eg,OK Go,Hungry Ghosts,,,https://open.spotify.com/track/2k1erWqdB28heZ4V4qB9Eg,2016-04-15T17:02:16Z
spotify:track:1ID1QFSNNxi0hiZCNcwjUC,Drake,If You're Reading This It's Too Late,5,2015,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC,2016-04-15T17:02:16Z
spotify:track:2uFnBffkiLcEbNHiI3ayBE,Sam Smith,In The Lonely Hour,,,https://open.spotify.com/track/2uFnBffkiLcEbNHiI3ayBE,2016-04-15T17:02:16Z
spotify:track:1QheEzPkqoUQkIPGbG6gkI,Hans Zimmer,Interstellar: Original Motion Picture Soundtrack,,,https://open.spotify.com/track/1QheEzPkqoUQkIPGbG6gkI,2016-04-15T17:02:16Z
spotify:track:0HdljGjfi98wNc3CiVZeRW,Jukebox The Ghost,Jukebox the Ghost,,,https://open.spotify.com/track/0HdljGjfi98wNc3CiVZeRW,2016-04-15T17:02:16Z
spotify:track:0ihQAw4HQ6mwOlOD2sxA1k,Mat Kearney,JUST KIDS,,,https://open.spotify.com/track/0ihQAw4HQ6mwOlOD2sxA1k,2016-04-15T17:02:16Z
spotify:track:6olUplztLFFfU7fMYmFXOP,Childish Gambino,Kauai,,,https://open.spotify.com/track/6olUplztLFFfU7fMYmFXOP,2016-04-15T17:02:16Z
spotify:track:1AeLRvvE9CiXwPOuARJWPG,Bad Suns,Language & Perspective,,,https://open.spotify.com/track/1AeLRvvE9CiXwPOuARJWPG,2016-04-15T17:02:16Z
spotify:track:37lmbcxT9oRMWNDdcucwlX,Lil Dicky,Lemme Freak - Single,,,https://open.spotify.com/track/37lmbcxT9oRMWNDdcucwlX,2016-04-15T17:02:16Z
spotify:track:6DPBjQxTeTX48XI0mh1Yce,K.Flay,Life as a Dog,,,https://open.spotify.com/track/6DPBjQxTeTX48XI0mh1Yce,2016-04-15T17:02:16Z
spotify:track:36pHJ5lqNQTLLzGTy8G7xV,The Kooks,Listen,,,https://open.spotify.com/track/36pHJ5lqNQTLLzGTy8G7xV,2016-04-15T17:02:16Z
spotify:track:3k5N6jvm2oWOXN6PNYcO9A,Lights,Little Machines,,,https://open.spotify.com/track/3k5N6jvm2oWOXN6PNYcO9A,2016-04-15T17:02:16Z
spotify:track:6z8NLc8QdhtDsm3SvPiiSo,Young Magic,Melt,,,https://open.spotify.com/track/6z8NLc8QdhtDsm3SvPiiSo,2016-04-15T17:02:16Z
spotify:track:4mhP1ivns0szzcy53ALYY3,Dillon Francis,"Money Sucks, Friends Rule",,,https://open.spotify.com/track/4mhP1ivns0szzcy53ALYY3,2016-04-15T17:02:16Z
spotify:track:0PSlhTqBBKflHYz0a4sJqp,Clean Bandit,New Eyes,,,https://open.spotify.com/track/0PSlhTqBBKflHYz0a4sJqp,2016-04-15T17:02:16Z
spotify:track:34GYRFsQDEzYav4NCZ8BVk,Stars,No One Is Lost,,,https://open.spotify.com/track/34GYRFsQDEzYav4NCZ8BVk,2016-04-15T17:02:16Z
spotify:track:73V2hUqyMDl3nMYh9uorhh,Rob Cantor,Not a Trampoline,,,https://open.spotify.com/track/73V2hUqyMDl3nMYh9uorhh,2016-04-15T17:02:16Z
spotify:track:7tQ4CCwlO7W7lFC8x4N7Vs,Madi Diaz,Phantom,,,https://open.spotify.com/track/7tQ4CCwlO7W7lFC8x4N7Vs,2016-04-15T17:02:16Z
spotify:track:1J3FZsDrB2bqXhnCTuXQ5t,Get Scared,Punk Goes 90s Vol. 2,,,https://open.spotify.com/track/1J3FZsDrB2bqXhnCTuXQ5t,2016-04-15T17:02:16Z
spotify:track:0OdhswJQQrLISppIb9SSUX,Tyler Carter,"Punk Goes Pop, Vol. 6",,,https://open.spotify.com/track/0OdhswJQQrLISppIb9SSUX,2016-04-15T17:02:16Z
spotify:track:0aB2JUysfYpyoavXwIurmN,Tove Lo,Queen Of The Clouds,,,https://open.spotify.com/track/0aB2JUysfYpyoavXwIurmN,2016-04-15T17:02:16Z
spotify:track:1t8xoak35Zh5uC8vjXcQl7,Lil Dicky,Really Scared (feat. Azadeh) - Single,,,https://open.spotify.com/track/1t8xoak35Zh5uC8vjXcQl7,2016-04-15T17:02:16Z
spotify:track:2lmirczt5trw5tPf4CwQhC,GRiZ,Rebel Era,,,https://open.spotify.com/track/2lmirczt5trw5tPf4CwQhC,2016-04-15T17:02:16Z
spotify:track:2nIulsLMiP2SMTDrtxfQXX,Royal Blood,Royal Blood,,,https://open.spotify.com/track/2nIulsLMiP2SMTDrtxfQXX,2016-04-15T17:02:16Z
spotify:track:6wMycIPPFKOJwm42SEz92l,Cake,Showroom of Compassion,,,https://open.spotify.com/track/6wMycIPPFKOJwm42SEz92l,2016-04-15T17:02:16Z
spotify:track:0iSGRQ1RNaG76qiXH03jyC,Jack Ü,Skrillex and Diplo present Jack Ü,8,2015,https://open.spotify.com/track/0iSGRQ1RNaG76qiXH03jyC,2016-04-15T17:02:16Z
spotify:track:64MmobYNviePoiaINMrbMn,Imagine Dragons,Smoke + Mirrors,,,https://open.spotify.com/track/64MmobYNviePoiaINMrbMn,2016-04-15T17:02:16Z
spotify:track:5zOxZMPE1gO7xMRlQT6qnP,Rusko,Songs,,,https://open.spotify.com/track/5zOxZMPE1gO7xMRlQT6qnP,2016-04-15T17:02:16Z
spotify:track:0XfC4jZ0bfF5TicDUSCirf,Stars,Spotify Sessions,,,https://open.spotify.com/track/0XfC4jZ0bfF5TicDUSCirf,2016-04-15T17:02:16Z
spotify:track:1zkfXws7QWAlqf1aq8oE4P,Broods,Spotify Sessions (Live),,,https://open.spotify.com/track/1zkfXws7QWAlqf1aq8oE4P,2016-04-15T17:02:16Z
spotify:track:5tjrH5xrpkgKgYd8zQgU8X,Milky Chance,Stolen Dance,,,https://open.spotify.com/track/5tjrH5xrpkgKgYd8zQgU8X,2016-04-15T17:02:16Z
spotify:track:4gB5Idv1iw8jgxyEvuwPVA,Sylvan Esso,Sylvan Esso,,,https://open.spotify.com/track/4gB5Idv1iw8jgxyEvuwPVA,2016-04-15T17:02:16Z
spotify:track:2k851xlJw2SkkCLl3NvJwZ,Betty Who,Take Me When You Go,,,https://open.spotify.com/track/2k851xlJw2SkkCLl3NvJwZ,2016-04-15T17:02:16Z
spotify:track:3RRRDZig4RNJhVGfwwOOFZ,WALK THE MOON,TALKING IS HARD,,,https://open.spotify.com/track/3RRRDZig4RNJhVGfwwOOFZ,2016-04-15T17:02:16Z
spotify:track:0IwXp8V7wgFCIthRh2z8Ot,The Decemberists,The Crane Wife,,,https://open.spotify.com/track/0IwXp8V7wgFCIthRh2z8Ot,2016-04-15T17:02:16Z
spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,Avicii,The Days / Nights,,,https://open.spotify.com/track/5Iy2Jj87Ha0C0IBlNE1I4y,2016-04-15T17:02:16Z
spotify:track:4LhyJvfM1BHLEf4tShAS5P,Lil Dicky,The Gumption - Single,,,https://open.spotify.com/track/4LhyJvfM1BHLEf4tShAS5P,2016-04-15T17:02:16Z
spotify:track:0KoqGhlIE6z7Wyil2MN0xh,Spoon,They Want My Soul,,,https://open.spotify.com/track/0KoqGhlIE6z7Wyil2MN0xh,2016-04-15T17:02:16Z
spotify:track:5i3tqMIk2rmidCEFkhXxEJ,Kill Paris,To A New Earth EP,,,https://open.spotify.com/track/5i3tqMIk2rmidCEFkhXxEJ,2016-04-15T17:02:16Z
spotify:track:0hjBt0JUsrCeejJbCX4yw0,Royal Canoe,Today We're Believers,,,https://open.spotify.com/track/0hjBt0JUsrCeejJbCX4yw0,2016-04-15T17:02:16Z
spotify:track:0ogsKEKHejsDyXc9nDzMqZ,Tove Lo,Truth Serum,,,https://open.spotify.com/track/0ogsKEKHejsDyXc9nDzMqZ,2016-04-15T17:02:16Z
spotify:track:3UaFnnUo80mv431WHEzaj9,Twenty One Pilots,Twenty One Pilots,,,https://open.spotify.com/track/3UaFnnUo80mv431WHEzaj9,2016-04-15T17:02:16Z
spotify:track:6F0fyxfy0EQoWtyVjam6kA,Logic,Under Pressure,,,https://open.spotify.com/track/6F0fyxfy0EQoWtyVjam6kA,2016-04-15T17:02:16Z
spotify:track:0jPs0P8Hs3stlnX2tSlEJ3,Foxes,Warrior EP,,,https://open.spotify.com/track/0jPs0P8Hs3stlnX2tSlEJ3,2016-04-15T17:02:16Z
spotify:track:5vAdHg1JNRiNuHMDnoU4RW,The Flaming Lips,With A Little Help From My Fwends,,,https://open.spotify.com/track/5vAdHg1JNRiNuHMDnoU4RW,2016-04-15T17:02:16Z
spotify:track:1IUjDrmt32hMkk2ay3PvAy,SBTRKT,Wonder Where We Land,,,https://open.spotify.com/track/1IUjDrmt32hMkk2ay3PvAy,2016-04-15T17:02:16Z
spotify:track:2p9NGx3fk7Oc02xKbSWrYl,Lil Dicky,Would You Believe That - Single,,,https://open.spotify.com/track/2p9NGx3fk7Oc02xKbSWrYl,2016-04-15T17:02:16Z
spotify:track:6Kaay3IIAT9KpLRNNDzbJs,xxyyxx,Xxyyxx,,,https://open.spotify.com/track/6Kaay3IIAT9KpLRNNDzbJs,2016-04-15T17:02:16Z
spotify:track:2tfbOfbM5ebGVxg6sAQH4S,Kishi Bashi,151a,,,https://open.spotify.com/track/2tfbOfbM5ebGVxg6sAQH4S,2016-04-15T17:02:15Z
spotify:track:4YwNf1fLZt9IQhJeHNWfBi,J. Cole,2014 Forest Hills Drive,,,https://open.spotify.com/track/4YwNf1fLZt9IQhJeHNWfBi,2016-04-15T17:02:15Z
spotify:track:3x51uVgpwcC2Q22josv3rj,Björk,bastards,,,https://open.spotify.com/track/3x51uVgpwcC2Q22josv3rj,2016-04-15T17:02:15Z
spotify:track:3Pc5f7O0AV6IUVL8LYL7k3,San Holo,Cosmos (Remixes),,,https://open.spotify.com/track/3Pc5f7O0AV6IUVL8LYL7k3,2016-04-15T17:02:15Z
spotify:track:4xUsNE1QeUxuFyk4z8g8TE,Kina Grannis,Elements,,,https://open.spotify.com/track/4xUsNE1QeUxuFyk4z8g8TE,2016-04-15T17:02:15Z
spotify:track:3VHb0wzZV1kAD4sBii6I5L,Marina and the Diamonds,FROOT,,,https://open.spotify.com/track/3VHb0wzZV1kAD4sBii6I5L,2016-04-15T17:02:15Z
spotify:track:3rrtbnOBDzKQfyYKTezEFe,Björk,Greatest Hits,,,https://open.spotify.com/track/3rrtbnOBDzKQfyYKTezEFe,2016-04-15T17:02:15Z
spotify:track:5RySo0AAUR0reTHSCvb6HC,Ben Howard,I Forget Where We Were,,,https://open.spotify.com/track/5RySo0AAUR0reTHSCvb6HC,2016-04-15T17:02:15Z
spotify:track:06JRkix5RRMRIWffxZqlGt,ODESZA,In Return,,,https://open.spotify.com/track/06JRkix5RRMRIWffxZqlGt,2016-04-15T17:02:15Z
spotify:track:2VQrxQyirnS8HfyzK6HinQ,Retro Stefson,Kimbabwe,,,https://open.spotify.com/track/2VQrxQyirnS8HfyzK6HinQ,2016-04-15T17:02:15Z
spotify:track:4im3RWOyKuWx1kIXEDRFbV,Kishi Bashi,Lighght,,,https://open.spotify.com/track/4im3RWOyKuWx1kIXEDRFbV,2016-04-15T17:02:15Z
spotify:track:0e5wrVXNRKAZoHg2MwLZ6j,GEMS,Medusa,,,https://open.spotify.com/track/0e5wrVXNRKAZoHg2MwLZ6j,2016-04-15T17:02:15Z
spotify:track:4hByccjFgwspJb9xjO63I3,Action Bronson,Mr. Wonderful,9,2015,https://open.spotify.com/track/4hByccjFgwspJb9xjO63I3,2016-04-15T17:02:15Z
