Spotify URI,artist,album,rating,release,link,added
spotify:track:0RH5dgu2WilVGiWIYEFPme,A Fine Frenzy,One Cell In The Sea,,,https://open.spotify.com/track/0RH5dgu2WilVGiWIYEFPme,2016-04-15T17:02:15Z
spotify:track:1MuY6Yv57cZoKVxd1J8FhS,Retro Stefson,Retro Stefson,,,https://open.spotify.com/track/1MuY6Yv57cZoKVxd1J8FhS,2016-04-15T17:02:15Z
spotify:track:6YfrKVzJ5nfay7bQUeCb8V,Nerina Pallot,Rousseau,,,https://open.spotify.com/track/6YfrKVzJ5nfay7bQUeCb8V,2016-04-15T17:02:15Z
spotify:track:31A81xYQuoSfrW7CsQgrC1,A Sunny Day In Glasgow,Sea When Absent,,,https://open.spotify.com/track/31A81xYQuoSfrW7CsQgrC1,2016-04-15T17:02:15Z
spotify:track:70IIrKoDLyQK7vSGqHIHRf,Modest Mouse,Strangers to Ourselves,7,2015,https://open.spotify.com/track/70IIrKoDLyQK7vSGqHIHRf,2016-04-15T17:02:15Z
spotify:track:3eL2TpzK8nJyaAq7DRafh3,O.A.R.,The Rockville LP,,,https://open.spotify.com/track/3eL2TpzK8nJyaAq7DRafh3,2016-04-15T17:02:15Z
spotify:track:7Ks4VCY1wFebnOdJrM13t6,Kendrick Lamar,To Pimp A Butterfly,9,2015,https://open.spotify.com/track/7Ks4VCY1wFebnOdJrM13t6,2016-04-15T17:02:15Z
spotify:track:1XpYodsD36XN7ygcdF7mJJ,Ed Sheeran,+,,,https://open.spotify.com/track/1XpYodsD36XN7ygcdF7mJJ,2014-11-23T10:33:57Z
spotify:track:4VrWlk8IQxevMvERoX08iC,Sia,1000 Forms Of Fear,,,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC,2014-11-23T10:33:57Z
spotify:track:1UM9vEf0xVZSM8SxTxCDlF,The Avett Brothers,A Carolina Jubilee,,,https://open.spotify.com/track/1UM9vEf0xVZSM8SxTxCDlF,2014-11-23T10:33:57Z
spotify:track:1qHeVLeFeMrpbkR9yaNsd5,A Tribe Called Red,A Tribe Called Red,,,https://open.spotify.com/track/1qHeVLeFeMrpbkR9yaNsd5,2014-11-23T10:33:57Z
spotify:track:3LqnOFWrX9I5jTjA7cUWjD,Broken Bells,After the Disco,,,https://open.spotify.com/track/3LqnOFWrX9I5jTjA7cUWjD,2014-11-23T10:33:57Z
spotify:track:3jfr0TF6DQcOLat8gGn7E2,Arctic Monkeys,AM,,,https://open.spotify.com/track/3jfr0TF6DQcOLat8gGn7E2,2014-11-23T10:33:57Z
spotify:track:3gbBpTdY8lnQwqxNCcf795,Bastille,Bad Blood,,,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795,2014-11-23T10:33:57Z
spotify:track:4HxFgGOkdeOskzwyTxC5fn,Lake Street Dive,Bad Self Portraits,,,https://open.spotify.com/track/4HxFgGOkdeOskzwyTxC5fn,2014-11-23T10:33:57Z
spotify:track:16cITuCC0GPy6Zq1eluYaj,Phoenix,Bankrupt!,,,https://open.spotify.com/track/16cITuCC0GPy6Zq1eluYaj,2014-11-23T10:33:57Z
spotify:track:5Va9FdSCCr3leAndRis1kV,Massappeals,BAWS E.P,,,https://open.spotify.com/track/5Va9FdSCCr3leAndRis1kV,2014-11-23T10:33:57Z
spotify:track:2qESkHBZ2VThboOnosYFBk,Ingrid Michaelson,Be OK,,,https://open.spotify.com/track/2qESkHBZ2VThboOnosYFBk,2014-11-23T10:33:57Z
spotify:track:16138J8KAIGcCV4sY4Uydg,The So So Glos,Blowout,,,https://open.spotify.com/track/16138J8KAIGcCV4sY4Uydg,2014-11-23T10:33:57Z
spotify:track:25HVrdCD0qKuiu0pIPYV0E,Two Door Cinema Club,Chapter One,,,https://open.spotify.com/track/25HVrdCD0qKuiu0pIPYV0E,2014-11-23T10:33:57Z
spotify:track:0j2m5XAjDFFwVRpY4INAIM,Darwin Deez,Darwin Deez,,,https://open.spotify.com/track/0j2m5XAjDFFwVRpY4INAIM,2014-11-23T10:33:57Z
spotify:track:3NDzZy7i8lpf43Niy8pwtB,John Butler Trio,Flesh & Blood,,,https://open.spotify.com/track/3NDzZy7i8lpf43Niy8pwtB,2014-11-23T10:33:57Z
spotify:track:6r7pJFMdWLUbnLq584aSwp,Adam Green,Friends Of Mine,,,https://open.spotify.com/track/6r7pJFMdWLUbnLq584aSwp,2014-11-23T10:33:57Z
spotify:track:2zPgQOAfxCdfINZFtnPrHc,Carolina Chocolate Drops,Genuine Negro Jig,,,https://open.spotify.com/track/2zPgQOAfxCdfINZFtnPrHc,2014-11-23T10:33:57Z
spotify:track:5Z649ZAiX0J7iC8nF4lArF,Ingrid Michaelson,Girls and Boys,,,https://open.spotify.com/track/5Z649ZAiX0J7iC8nF4lArF,2014-11-23T10:33:57Z
spotify:track:3h12N95lXIq7PG6v8E7wM3,Sir Sly,Gold,,,https://open.spotify.com/track/3h12N95lXIq7PG6v8E7wM3,2014-11-23T10:33:57Z
spotify:track:37McwOy3miqBP2NyXMmT5w,Grouplove,Grouplove,,,https://open.spotify.com/track/37McwOy3miqBP2NyXMmT5w,2014-11-23T10:33:57Z
spotify:track:0aTC5waX50d0nGPz30aeuw,Ellie Goulding,Halcyon,,,https://open.spotify.com/track/0aTC5waX50d0nGPz30aeuw,2014-11-23T10:33:57Z
spotify:track:4L2c5iIVqb10OlI2mdkrkf,Ellie Goulding,Halcyon Days,,,https://open.spotify.com/track/4L2c5iIVqb10OlI2mdkrkf,2014-11-23T10:33:57Z
spotify:track:50bTM2anb1CTfqmH4ZRBoM,Taking Back Sunday,Happiness Is,,,https://open.spotify.com/track/50bTM2anb1CTfqmH4ZRBoM,2014-11-23T10:33:57Z
spotify:track:0XNqo1MSsPWjV9AE2i12Jy,Say Anything,Hebrews,,,https://open.spotify.com/track/0XNqo1MSsPWjV9AE2i12Jy,2014-11-23T10:33:57Z
spotify:track:3aJ8OhUeCybCDo2qdYfwDr,The Fray,Helios,,,https://open.spotify.com/track/3aJ8OhUeCybCDo2qdYfwDr,2014-11-23T10:33:57Z
spotify:track:2URUdKoN1BgMn5XPrN9Gla,Chris Merritt,"Hello, Little Captain",,,https://open.spotify.com/track/2URUdKoN1BgMn5XPrN9Gla,2014-11-23T10:33:57Z
spotify:track:7hmtPgKoQiLQ2JnJ36vXhy,The Avett Brothers,I And Love And You,,,https://open.spotify.com/track/7hmtPgKoQiLQ2JnJ36vXhy,2014-11-23T10:33:57Z
spotify:track:6588w3GdDxmdtLMLuwf1tO,Bright Eyes,"I'm Wide Awake, It's Morning",,,https://open.spotify.com/track/6588w3GdDxmdtLMLuwf1tO,2014-11-23T10:33:57Z
spotify:track:51ZPtAuqT0V5lNONYZTrxy,London Grammar,If You Wait,,,https://open.spotify.com/track/51ZPtAuqT0V5lNONYZTrxy,2014-11-23T10:33:57Z
spotify:track:4gr6ADjCB5sA5FcXjzi6pg,The Naked And Famous,In Rolling Waves,,,https://open.spotify.com/track/4gr6ADjCB5sA5FcXjzi6pg,2014-11-23T10:33:57Z
spotify:track:3s5V9BTQYwl5Szuh4GYRps,Glasser,Interiors,,,https://open.spotify.com/track/3s5V9BTQYwl5Szuh4GYRps,2014-11-23T10:33:57Z
spotify:track:2NFQSkxo4d24j8d5Wu2Yin,You Blew It!,Keep Doing What You're Doing,,,https://open.spotify.com/track/2NFQSkxo4d24j8d5Wu2Yin,2014-11-23T10:33:57Z
spotify:track:6P98yCrDAOq32mjR2iCfDI,The Presidents Of The United States Of America,Kudos to You!,,,https://open.spotify.com/track/6P98yCrDAOq32mjR2iCfDI,2014-11-23T10:33:57Z
spotify:track:2stPxcgjdSImK7Gizl8ZUN,Aloe Blacc,Lift Your Spirit,,,https://open.spotify.com/track/2stPxcgjdSImK7Gizl8ZUN,2014-11-23T10:33:57Z
spotify:track:7gUpO6td4OOnu0Lf9vhcIV,Ellie Goulding,Lights,,,https://open.spotify.com/track/7gUpO6td4OOnu0Lf9vhcIV,2014-11-23T10:33:57Z
spotify:track:279WCG9LafZqqiGBHfXy6f,Ingrid Michaelson,Lights Out,,,https://open.spotify.com/track/279WCG9LafZqqiGBHfXy6f,2014-11-23T10:33:57Z
spotify:track:44GgIVlmRsD1qMWONOWOS3,Banks,LONDON,,,https://open.spotify.com/track/44GgIVlmRsD1qMWONOWOS3,2014-11-23T10:33:57Z
spotify:track:7xBTtubARdtDR4MaIbKC5T,Dino Club,Look Cat Meow,,,https://open.spotify.com/track/7xBTtubARdtDR4MaIbKC5T,2014-11-23T10:33:57Z
spotify:track:0hUjW8abCqrRDzZhNDY887,The Glitch Mob,Love Death Immortality,,,https://open.spotify.com/track/0hUjW8abCqrRDzZhNDY887,2014-11-23T10:33:57Z
spotify:track:1DM0p3WrhjLh6sddmLK0c9,John Legend,Love In The Future,,,https://open.spotify.com/track/1DM0p3WrhjLh6sddmLK0c9,2014-11-23T10:33:57Z
spotify:track:1IFmtkW6k6ui61FROxoDMj,Anberlin,Lowborn,,,https://open.spotify.com/track/1IFmtkW6k6ui61FROxoDMj,2014-11-23T10:33:57Z
spotify:track:5SmDmDwNvbelbBSbX0KnAv,The Avett Brothers,Magpie And The Dandelion,,,https://open.spotify.com/track/5SmDmDwNvbelbBSbX0KnAv,2014-11-23T10:33:57Z
spotify:track:6FHfH61mbry0sAro35X38R,Jake Bugg,Messed Up Kids EP,,,https://open.spotify.com/track/6FHfH61mbry0sAro35X38R,2014-11-23T10:33:57Z
spotify:track:3jkxfvEeHyiZU3tKmhLhLe,Beck,Morning Phase,,,https://open.spotify.com/track/3jkxfvEeHyiZU3tKmhLhLe,2014-11-23T10:33:57Z
spotify:track:4C41MlLFkTTL5CwnshWgZF,OK Go,Muppets: The Green Album,,,https://open.spotify.com/track/4C41MlLFkTTL5CwnshWgZF,2014-11-23T10:33:57Z
spotify:track:6Ch62eI8pJJq7rno3tQ08e,BOY,Mutual Friends,,,https://open.spotify.com/track/6Ch62eI8pJJq7rno3tQ08e,2014-11-23T10:33:57Z
spotify:track:77VrwVw0fiHEgAdh66SpLQ,BOY,Mutual Friends Acoustic EP,,,https://open.spotify.com/track/77VrwVw0fiHEgAdh66SpLQ,2014-11-23T10:33:57Z
spotify:track:7G4rtRR1pWzkcGv0K209o4,Pusha T,My Name Is My Name,,,https://open.spotify.com/track/7G4rtRR1pWzkcGv0K209o4,2014-11-23T10:33:57Z
spotify:track:1LPUABh0IotCMbgcP885Zl,A Tribe Called Red,Nation II Nation,,,https://open.spotify.com/track/1LPUABh0IotCMbgcP885Zl,2014-11-23T10:33:57Z
spotify:track:01nkjRsgpYwtbH94l7y4cg,Grouplove,Never Trust A Happy Song,,,https://open.spotify.com/track/01nkjRsgpYwtbH94l7y4cg,2014-11-23T10:33:57Z
spotify:track:3eRE3Ng4VmqcXtwHcn867r,Sam Smith,Nirvana,,,https://open.spotify.com/track/3eRE3Ng4VmqcXtwHcn867r,2014-11-23T10:33:57Z
spotify:track:2zL6ssNcDbND3Lnziibvgm,A Tribe Called Red,Northern Cree - Red Skin Girl (A Tribe Called Red Remix),,,https://open.spotify.com/track/2zL6ssNcDbND3Lnziibvgm,2014-11-23T10:33:57Z
spotify:track:6jQ2ygUQeOcRTJhD1I3AuT,Emeli Sandé,Our Version of Events,,,https://open.spotify.com/track/6jQ2ygUQeOcRTJhD1I3AuT,2014-11-23T10:33:57Z
spotify:track:0KAktwvPnsbRPA3XhcEbBf,The Dead Pirates,Over the Hills,,,https://open.spotify.com/track/0KAktwvPnsbRPA3XhcEbBf,2014-11-23T10:33:57Z
spotify:track:4PUPTdJwrBQzAZLXeAs2uU,Chris Merritt,Pixie and the Bear,,,https://open.spotify.com/track/4PUPTdJwrBQzAZLXeAs2uU,2014-11-23T10:33:57Z
spotify:track:5NcbKnQoLl4ZxQx7g9cYX4,Mr Little Jeans,Pocketknife,,,https://open.spotify.com/track/5NcbKnQoLl4ZxQx7g9cYX4,2014-11-23T10:33:57Z
spotify:track:3XThyUoEI8BPDjdu954Uof,Skrillex,Recess,,,https://open.spotify.com/track/3XThyUoEI8BPDjdu954Uof,2014-11-23T10:33:57Z
spotify:track:5G0EbJbH4Y9UkKwcrjiEG0,Asher Roth,RetroHash,,,https://open.spotify.com/track/5G0EbJbH4Y9UkKwcrjiEG0,2014-11-23T10:33:57Z
spotify:track:4Els7Ey8ALP8ROgTLLjmbB,The Front Bottoms,Rose,,,https://open.spotify.com/track/4Els7Ey8ALP8ROgTLLjmbB,2014-11-23T10:33:57Z
spotify:track:2KKd6ZNnHQEkQUR2UWE4z8,San Fermin,San Fermin,,,https://open.spotify.com/track/2KKd6ZNnHQEkQUR2UWE4z8,2014-11-23T10:33:57Z
spotify:track:35AbO5USrOggl5FYEtfDxM,Break Science,Seven Bridges,,,https://open.spotify.com/track/35AbO5USrOggl5FYEtfDxM,2014-11-23T10:33:57Z
spotify:track:693R4N3d57wZcUXgsuSj1i,The Avalanches,Since I Left You,,,https://open.spotify.com/track/693R4N3d57wZcUXgsuSj1i,2014-11-23T10:33:57Z
spotify:track:48AcRoXCRqFOFWWp26xz4v,Bombay Bicycle Club,"So Long, See You Tomorrow",,,https://open.spotify.com/track/48AcRoXCRqFOFWWp26xz4v,2014-11-23T10:33:57Z
spotify:track:3ou5dqrGKx6XHeYWUiaaPM,Grouplove,Spreading Rumours,,,https://open.spotify.com/track/3ou5dqrGKx6XHeYWUiaaPM,2014-11-23T10:33:57Z
spotify:track:3V0W5CfNDMiTKg93wuLFxJ,RAC,Strangers,,,https://open.spotify.com/track/3V0W5CfNDMiTKg93wuLFxJ,2014-11-23T10:33:57Z
spotify:track:2McXUaQpIqJhr3UNWe1cLn,G. Love & Special Sauce,Sugar,,,https://open.spotify.com/track/2McXUaQpIqJhr3UNWe1cLn,2014-11-23T10:33:57Z
spotify:track:4eEYys6X7PtpJN0Iyb5hNq,ODESZA,Summer's Gone,,,https://open.spotify.com/track/4eEYys6X7PtpJN0Iyb5hNq,2014-11-23T10:33:57Z
spotify:track:3CVPyuuD6HxWXgPbbGqbg6,Foster The People,Supermodel,,,https://open.spotify.com/track/3CVPyuuD6HxWXgPbbGqbg6,2014-11-23T10:33:57Z
spotify:track:0stxKRK739g6X6Dorzh9a5,The Front Bottoms,Talon Of The Hawk,,,https://open.spotify.com/track/0stxKRK739g6X6Dorzh9a5,2014-11-23T10:33:57Z
spotify:track:0ySxC028CNDtK2G7zuaUcn,The Avett Brothers,The Carpenter,,,https://open.spotify.com/track/0ySxC028CNDtK2G7zuaUcn,2014-11-23T10:33:57Z
spotify:track:0xR5ZhiksJK6lMRdI6S2A4,The Front Bottoms,The Front Bottoms,,,https://open.spotify.com/track/0xR5ZhiksJK6lMRdI6S2A4,2014-11-23T10:33:57Z
spotify:track:3rqe8ZbISXoz013RtrnE3O,Katie Herzig,The Waking Sleep,,,https://open.spotify.com/track/3rqe8ZbISXoz013RtrnE3O,2014-11-23T10:33:57Z
spotify:track:05Mbuvqvj3piIqN6QTNPVD,Andrew Bird,"Things Are Really Great Here, Sort Of...",,,https://open.spotify.com/track/05Mbuvqvj3piIqN6QTNPVD,2014-11-23T10:33:57Z
spotify:track:0zvo4ZYa2YLwmF3ovIrLnm,Chris Merritt,Virginia Is For Hoverers (Part I),,,https://open.spotify.com/track/0zvo4ZYa2YLwmF3ovIrLnm,2014-11-23T10:33:57Z
spotify:track:3S9iALXRJJrW09moBL4tmn,Chris Merritt,Virginia Is For Hoverers (Part II),,,https://open.spotify.com/track/3S9iALXRJJrW09moBL4tmn,2014-11-23T10:33:57Z
spotify:track:3tgKPIjhpelqSeKbDzaG3c,Phantogram,Voices,,,https://open.spotify.com/track/3tgKPIjhpelqSeKbDzaG3c,2014-11-23T10:33:57Z
spotify:track:2eQOMQkStoRUQyq6HGh1iG,The Mowgli's,Waiting For The Dawn,,,https://open.spotify.com/track/2eQOMQkStoRUQyq6HGh1iG,2014-11-23T10:33:57Z
spotify:track:5v0Q1mWIWd5XYtto97VUZy,Snarky Puppy,We Like It Here,,,https://open.spotify.com/track/5v0Q1mWIWd5XYtto97VUZy,2014-11-23T10:33:57Z
spotify:track:18cCBvygH6yEFDY0cYN3wT,Porter Robinson,Worlds,,,https://open.spotify.com/track/18cCBvygH6yEFDY0cYN3wT,2014-11-23T10:33:57Z
spotify:track:5TvFfDlVoUWZvfqrhTJzD7,Ed Sheeran,x,,,https://open.spotify.com/track/5TvFfDlVoUWZvfqrhTJzD7,2014-11-23T10:33:57Z
spotify:track:48KSlIKpiGGMiwmnTqumyg,Glass Animals,ZABA,,,https://open.spotify.com/track/48KSlIKpiGGMiwmnTqumyg,2014-11-23T10:33:57Z
spotify:track:4HlJEf2BBXGi3EJ6ioB2Zo,Pretty Lights,A Color Map of the Sun,,,https://open.spotify.com/track/4HlJEf2BBXGi3EJ6ioB2Zo,2014-06-03T16:05:22Z
spotify:track:214Cj6UAEJvq9rocjbXqK1,Bombay Bicycle Club,A Different Kind Of Fix,,,https://open.spotify.com/track/214Cj6UAEJvq9rocjbXqK1,2014-06-03T16:05:22Z
spotify:track:0lytUll2Z9RdBO7utouJSE,The Alternate Routes,A Sucker's Dream,,,https://open.spotify.com/track/0lytUll2Z9RdBO7utouJSE,2014-06-03T16:05:22Z
spotify:track:5T4vm8oxhTjV94NdAfejNP,Hoodie Allen,All American,,,https://open.spotify.com/track/5T4vm8oxhTjV94NdAfejNP,2014-06-03T16:05:22Z
spotify:track:45SuojHSMfl54DweMVw4Gj,Passenger,All the Little Lights,,,https://open.spotify.com/track/45SuojHSMfl54DweMVw4Gj,2014-06-03T16:05:22Z
spotify:track:256TqHE4ddQbR2Vy34PuAn,Eric Hunker,All These Little Loves,,,https://open.spotify.com/track/256TqHE4ddQbR2Vy34PuAn,2014-06-03T16:05:22Z
spotify:track:63Sl3SmAyT0LCgc1UBso5p,Wale,Ambition,,,https://open.spotify.com/track/63Sl3SmAyT0LCgc1UBso5p,2014-06-03T16:05:22Z
spotify:track:7MapZTlRqFfUteNcghsTwf,Andy Grammer,Andy Grammer,,,https://open.spotify.com/track/7MapZTlRqFfUteNcghsTwf,2014-06-03T16:05:22Z
spotify:track:3ohtdhp3qCMijxIX63wwom,Justice,"Audio, Video, Disco.",,,https://open.spotify.com/track/3ohtdhp3qCMijxIX63wwom,2014-06-03T16:05:22Z
spotify:track:2ex0FIifaRjxnIw0JdR4l5,Mumford & Sons,Babel,,,https://open.spotify.com/track/2ex0FIifaRjxnIw0JdR4l5,2014-06-03T16:05:22Z
spotify:track:1LV5G400jD3Ytvyv6Dlkym,Skrillex,Bangarang EP,,,https://open.spotify.com/track/1LV5G400jD3Ytvyv6Dlkym,2014-06-03T16:05:22Z
spotify:track:1644Cl6L0NzPaz68swmGCQ,The Civil Wars,Barton Hollow,,,https://open.spotify.com/track/1644Cl6L0NzPaz68swmGCQ,2014-06-03T16:05:22Z
spotify:track:6CQILF6MIWOutZobpjbvhM,The Killers,Battle Born,,,https://open.spotify.com/track/6CQILF6MIWOutZobpjbvhM,2014-06-03T16:05:22Z
spotify:track:7fmngzfwP7XLKVAmNjU2jx,Childish Gambino,because the internet,,,https://open.spotify.com/track/7fmngzfwP7XLKVAmNjU2jx,2014-06-03T16:05:22Z
spotify:track:4cwDC2Yk2zqOp6NMX6v750,Bonobo,Black Sands,,,https://open.spotify.com/track/4cwDC2Yk2zqOp6NMX6v750,2014-06-03T16:05:22Z
spotify:track:2zIbVwvwiq6L71Bo7LmD1f,AlunaGeorge,Body Music,,,https://open.spotify.com/track/2zIbVwvwiq6L71Bo7LmD1f,2014-06-03T16:05:22Z
spotify:track:3YjQfsV7vIDj0eovuUlbK7,J. Cole,Born Sinner,,,https://open.spotify.com/track/3YjQfsV7vIDj0eovuUlbK7,2014-06-03T16:05:22Z
spotify:track:3MajALOry8gKTmqSNCo9Cm,Sean Fournier,Brace Yourself,,,https://open.spotify.com/track/3MajALOry8gKTmqSNCo9Cm,2014-06-03T16:05:22Z
spotify:track:30K4vEAmLCVrq47JgCXJdV,Chiddy Bang,Breakfast,,,https://open.spotify.com/track/30K4vEAmLCVrq47JgCXJdV,2014-06-03T16:05:22Z
spotify:track:56JwgF5LLyrIEyGIrzpSN2,Moon Taxi,Cabaret,,,https://open.spotify.com/track/56JwgF5LLyrIEyGIrzpSN2,2014-06-03T16:05:22Z
spotify:track:4iT5j9pNnPq6lfmgBdZEhQ,Dirty Heads,Cabin By the Sea,,,https://open.spotify.com/track/4iT5j9pNnPq6lfmgBdZEhQ,2014-06-03T16:05:22Z
spotify:track:7fdOQqt9OxKjhVkYEtDWXv,Datarock,California,,,https://open.spotify.com/track/7fdOQqt9OxKjhVkYEtDWXv,2014-06-03T16:05:22Z
spotify:track:69iQM8CLaJFn8oqEefgPYw,Train,California 37,,,https://open.spotify.com/track/69iQM8CLaJFn8oqEefgPYw,2014-06-03T16:05:22Z
spotify:track:4yQbuQp1Vz7Z05piuR0Ww2,Watsky,Cardboard Castles,,,https://open.spotify.com/track/4yQbuQp1Vz7Z05piuR0Ww2,2014-06-03T16:05:22Z
spotify:track:329ZSFItAdt2Q1ohTypXYD,"Galactic, Big Chief Juan Pardo and the Golden Comanche",Carnivale Electricos,,,https://open.spotify.com/track/329ZSFItAdt2Q1ohTypXYD,2014-06-03T16:05:22Z
spotify:track:0GAE689kVy7sFT2QWZH1Xa,Frank Ocean,channel ORANGE,,,https://open.spotify.com/track/0GAE689kVy7sFT2QWZH1Xa,2014-06-03T16:05:22Z
spotify:track:61Y7vUNkEYcIPPECmJn30I,Dispatch,Circles Around The Sun,,,https://open.spotify.com/track/61Y7vUNkEYcIPPECmJn30I,2014-06-03T16:05:22Z
spotify:track:6NwrXtcFbc8OX7wJyBqE89,Zedd,Clarity,,,https://open.spotify.com/track/6NwrXtcFbc8OX7wJyBqE89,2014-06-03T16:05:22Z
spotify:track:2QWIKHqO8HrB8Gkvs6DSsk,Ratatat,Classics,,,https://open.spotify.com/track/2QWIKHqO8HrB8Gkvs6DSsk,2014-06-03T16:05:22Z
spotify:track:72clqVL2uP4VOyGSkJsE2E,Go Radio,Close The Distance (With Commentary),,,https://open.spotify.com/track/72clqVL2uP4VOyGSkJsE2E,2014-06-03T16:05:22Z
spotify:track:1zuKjpp4t7BS8JPKi6mkQr,The xx,Coexist,,,https://open.spotify.com/track/1zuKjpp4t7BS8JPKi6mkQr,2014-06-03T16:05:22Z
spotify:track:13qLA0fRyeygUJIA7MHnJt,Collie Buddz,Collie Buddz,,,https://open.spotify.com/track/13qLA0fRyeygUJIA7MHnJt,2014-06-03T16:05:22Z
spotify:track:6ybViy2qrO9sIi41EgRJgx,Norah Jones,Come Away With Me,,,https://open.spotify.com/track/6ybViy2qrO9sIi41EgRJgx,2014-06-03T16:05:22Z
spotify:track:5m7hGpnGLH6Gmu515yhBKI,Good Old War,Come Back As Rain,,,https://open.spotify.com/track/5m7hGpnGLH6Gmu515yhBKI,2014-06-03T16:05:22Z
spotify:track:2ThdB23G9Rgf1ExndFGEEg,The Strokes,Comedown Machine,,,https://open.spotify.com/track/2ThdB23G9Rgf1ExndFGEEg,2014-06-03T16:05:22Z
spotify:track:3r0BQ5d8TOS8SPsA32M2pb,A Day To Remember,Common Courtesy,,,https://open.spotify.com/track/3r0BQ5d8TOS8SPsA32M2pb,2014-06-03T16:05:22Z
spotify:track:0QMxCOUBPrPwIc9tVVJOJb,Hawk Nelson,Crazy Love,,,https://open.spotify.com/track/0QMxCOUBPrPwIc9tVVJOJb,2014-06-03T16:05:22Z
spotify:track:3pZcr8E5fCMhZiqKdRQm6u,Hoodie Allen,Crew Cuts,,,https://open.spotify.com/track/3pZcr8E5fCMhZiqKdRQm6u,2014-06-03T16:05:22Z
spotify:track:5wL742yBgvtbw1IibA3FMJ,HAIM,Days Are Gone,,,https://open.spotify.com/track/5wL742yBgvtbw1IibA3FMJ,2014-06-03T16:05:22Z
spotify:track:7G4U7IDXXPz1PFlKpfDGoZ,RJD2,Deadringer,,,https://open.spotify.com/track/7G4U7IDXXPz1PFlKpfDGoZ,2014-06-03T16:05:22Z
spotify:track:1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,Demi,,,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,2014-06-03T16:05:22Z
spotify:track:46QlGPMuZ1FHgrIjHLx8o9,Jamie Cullum,Devil May Care,,,https://open.spotify.com/track/46QlGPMuZ1FHgrIjHLx8o9,2014-06-03T16:05:22Z
spotify:track:1hvq121KNtvohsdY0svnDi,Jessie Ware,Devotion,,,https://open.spotify.com/track/1hvq121KNtvohsdY0svnDi,2014-06-03T16:05:22Z
spotify:track:6QgqMxhNle2nKDk1YxNVxH,Dumbfoundead,Dfd,,,https://open.spotify.com/track/6QgqMxhNle2nKDk1YxNVxH,2014-06-03T16:05:22Z
spotify:track:1TRO1J53UGlxHpo8tiC82F,Dispatch,Dispatch EP,,,https://open.spotify.com/track/1TRO1J53UGlxHpo8tiC82F,2014-06-03T16:05:22Z
spotify:track:48fv3AV2ag6l8t5JGF39LL,Skylar Grey,Don't Look Down,,,https://open.spotify.com/track/48fv3AV2ag6l8t5JGF39LL,2014-06-03T16:05:22Z
spotify:track:4c9FIjxXYYEyD9iH02fvbu,The Glitch Mob,Drink The Sea,,,https://open.spotify.com/track/4c9FIjxXYYEyD9iH02fvbu,2014-06-03T16:05:22Z
spotify:track:3U3TI1O4LD3DtFsQ6mBwQZ,Easy Star All-Stars,Easy Star's Thrillah,,,https://open.spotify.com/track/3U3TI1O4LD3DtFsQ6mBwQZ,2014-06-03T16:05:22Z
spotify:track:6baXSYYLz1aaz0HKn2SRG9,GRiZ,End of the World Party,,,https://open.spotify.com/track/6baXSYYLz1aaz0HKn2SRG9,2014-06-03T16:05:22Z
spotify:track:3pzYgtxmaS9zuypCygdjpS,Frank Turner,England Keep My Bones,,,https://open.spotify.com/track/3pzYgtxmaS9zuypCygdjpS,2014-06-03T16:05:22Z
spotify:track:4PXb4gyyo85e3IYXa0eWkk,Ben Howard,Every Kingdom,,,https://open.spotify.com/track/4PXb4gyyo85e3IYXa0eWkk,2014-06-03T16:05:22Z
spotify:track:4gKIh2nArBUXlvBcQSeIE6,Easy Star All-Stars,First Light,,,https://open.spotify.com/track/4gKIh2nArBUXlvBcQSeIE6,2014-06-03T16:05:22Z
spotify:track:5lNRopoVyeBo2HFYfPmA9d,Lupe Fiasco,Food & Liquor II: The Great American Rap Album Pt. 1,,,https://open.spotify.com/track/5lNRopoVyeBo2HFYfPmA9d,2014-06-03T16:05:22Z
spotify:track:2cK3xlFvwYYllEvP97I6nK,Trombone Shorty,For True,,,https://open.spotify.com/track/2cK3xlFvwYYllEvP97I6nK,2014-06-03T16:05:22Z
spotify:track:1nLV3iglKV0vTLKhX6XWPW,Broadway,Gentlemen's Brawl,,,https://open.spotify.com/track/1nLV3iglKV0vTLKhX6XWPW,2014-06-03T16:05:22Z
spotify:track:457p7UH7hoHrbA2iI4PSCA,Krewella,Get Wet,,,https://open.spotify.com/track/457p7UH7hoHrbA2iI4PSCA,2014-06-03T16:05:22Z
spotify:track:5MdRFD4Ac0ciIem2gGr1BX,Kate Nash,Girl Talk,,,https://open.spotify.com/track/5MdRFD4Ac0ciIem2gGr1BX,2014-06-03T16:05:22Z
spotify:track:6BaCu4MlA5DWDITIHZhjXY,Ben Kweller,Go Fly A Kite,,,https://open.spotify.com/track/6BaCu4MlA5DWDITIHZhjXY,2014-06-03T16:05:22Z
spotify:track:1K9POtEYS0yucbnERcxaYI,GoldFish,Goldfish,,,https://open.spotify.com/track/1K9POtEYS0yucbnERcxaYI,2014-06-03T16:05:22Z
spotify:track:3geo3QMeigreGednQK4X8a,Tally Hall,Good & Evil,,,https://open.spotify.com/track/3geo3QMeigreGednQK4X8a,2014-06-03T16:05:22Z
